cyclomatic_complexity,cognitive_complexity,lines_of_code,comment_ratio,function_count,class_count,max_nesting_depth,avg_function_length,parameters_per_function,halstead_difficulty,halstead_effort,halstead_volume,maintainability_index,duplicate_ratio,coupling_score,import_count,has_error_handling,has_type_hints,test_coverage,has_bug
7,4,1940,0.163,27,4,0,94.7,0.8,78.8,380807.58,5800.81,56.71,0.136,1.8,12,0,0,81.7,1
34,17,1568,0.316,18,6,7,93.7,7.2,16.23,340519.9,6121.3,62.91,0.044,5.4,5,1,0,36.1,1
2,49,1806,0.359,7,7,4,56.7,1.1,82.81,260689.82,417.87,97.57,0.483,0.7,20,0,0,5.9,1
8,36,1359,0.137,15,3,0,14.1,2.8,76.62,69590.83,1288.63,41.55,0.402,1.2,9,1,0,40.1,1
21,80,1663,0.383,18,7,5,70.2,4.0,47.79,326915.27,2189.85,63.36,0.135,13.5,27,0,1,45.7,1
44,17,10,0.44,22,9,6,47.9,3.3,23.24,434213.53,2126.83,11.7,0.012,17.8,22,1,1,60.8,1
50,76,550,0.358,10,10,5,43.7,4.5,73.31,489179.13,3413.64,29.17,0.316,19.7,0,0,0,66.1,1
5,55,1536,0.005,1,0,2,4.8,3.7,7.49,66492.6,7948.62,46.02,0.108,2.8,19,0,0,46.0,1
37,61,773,0.154,29,3,8,15.4,2.4,68.3,174738.28,6723.89,19.41,0.263,11.4,14,0,1,54.8,1
2,66,1900,0.283,4,4,3,44.8,5.4,8.78,162081.01,1295.62,71.31,0.309,12.2,23,1,0,42.4,1
6,45,1176,0.463,18,8,1,86.0,1.1,61.06,410084.77,4042.87,81.9,0.473,5.9,21,1,1,92.1,1
49,74,1192,0.297,25,5,3,24.8,6.8,13.47,306691.75,5742.0,45.83,0.008,10.9,29,0,1,24.2,1
6,32,786,0.305,4,9,0,34.8,0.8,27.34,463470.99,7254.18,87.02,0.109,16.2,7,0,1,48.6,1
9,0,588,0.231,6,8,6,54.1,0.8,20.71,349621.92,6415.48,85.78,0.301,0.2,30,0,1,97.1,1
7,7,127,0.176,26,8,5,54.9,5.1,79.44,48324.39,6392.4,98.93,0.305,10.7,2,1,1,91.8,1
26,40,1157,0.009,26,5,0,67.3,5.5,50.55,356686.99,3071.01,30.35,0.086,2.4,28,1,1,4.5,1
17,72,1641,0.115,13,7,8,45.8,1.0,89.11,175693.69,5876.89,38.85,0.267,6.9,17,0,0,77.8,1
50,78,1094,0.16,18,9,5,78.8,6.4,51.78,279435.32,5826.67,98.07,0.482,7.4,27,0,1,4.7,1
25,4,1166,0.19,22,5,6,97.3,7.5,83.68,323541.52,5589.31,66.4,0.021,1.0,1,1,1,49.6,1
17,17,97,0.258,24,7,1,79.2,5.2,16.05,175144.35,4638.23,66.61,0.42,1.4,5,0,0,62.2,1
28,21,805,0.057,30,7,3,63.4,7.3,91.74,4451.73,9912.21,56.74,0.269,19.1,14,0,1,40.0,1
17,46,617,0.329,21,1,2,67.0,4.7,80.41,142088.66,2568.0,46.8,0.404,9.1,12,0,0,1.9,1
12,66,1255,0.207,14,0,0,29.4,0.4,86.15,12681.6,7712.44,77.89,0.274,8.7,7,0,1,45.8,1
31,14,246,0.377,2,6,0,96.6,5.2,57.58,349185.78,5573.19,25.4,0.362,16.5,9,0,1,47.0,1
33,35,1045,0.466,21,8,0,69.1,5.0,3.89,497765.43,5282.11,12.44,0.207,5.8,17,1,1,80.5,1
39,72,748,0.221,7,9,4,86.7,3.2,13.31,382470.77,7984.06,52.92,0.047,10.3,6,0,0,4.7,1
37,3,86,0.245,15,9,7,94.0,1.3,86.16,195574.56,3395.15,29.09,0.082,2.5,21,1,0,84.6,1
29,32,1559,0.221,8,8,0,5.4,3.5,44.35,338826.9,4931.67,48.77,0.105,8.6,14,0,1,25.4,1
21,61,1829,0.128,17,2,5,62.9,5.0,94.53,235997.02,8371.93,85.18,0.362,5.9,23,1,0,59.9,1
25,6,1053,0.157,24,6,5,24.9,4.7,7.53,454673.07,9714.76,28.36,0.461,8.7,26,0,0,13.1,1
26,9,517,0.165,13,6,8,43.1,0.8,37.94,341069.84,1291.17,49.71,0.244,11.9,9,0,0,45.5,1
33,36,408,0.451,25,2,7,84.9,5.7,25.43,184327.7,1369.23,23.59,0.058,10.2,13,0,1,90.5,1
46,20,277,0.047,17,5,0,5.1,7.9,1.76,225796.1,4219.59,64.63,0.489,18.0,13,1,0,55.4,1
21,19,1567,0.007,27,8,5,83.4,4.5,24.82,195091.34,4683.63,34.48,0.057,15.6,10,0,1,29.8,1
31,11,574,0.276,7,1,4,98.6,3.3,15.24,327788.76,4859.18,86.75,0.435,14.4,29,0,1,3.0,1
43,67,163,0.063,1,1,1,50.9,4.5,4.45,116382.96,9056.67,91.37,0.159,11.1,29,0,0,41.6,1
21,69,1082,0.44,8,1,2,85.1,4.9,99.07,298124.03,7118.62,78.82,0.415,9.1,4,0,1,65.2,1
43,27,39,0.139,28,0,4,42.1,6.6,46.65,328781.21,7081.31,82.94,0.232,1.9,23,1,1,87.4,1
38,41,1196,0.094,3,7,2,89.5,6.7,85.68,212860.68,7341.68,80.74,0.242,18.2,14,0,1,73.2,1
35,66,210,0.198,11,1,7,49.2,5.0,49.68,236793.57,1028.78,87.0,0.436,13.5,22,1,0,2.0,1
28,35,365,0.405,23,2,5,13.2,2.7,2.34,105116.78,1421.07,75.57,0.143,8.1,21,1,0,80.4,1
11,34,1200,0.319,9,1,8,86.3,6.7,63.96,123805.63,7277.73,34.69,0.285,1.8,28,0,0,7.3,1
38,11,1324,0.122,1,10,1,37.5,5.7,29.4,261138.28,921.02,60.85,0.38,15.9,2,1,0,12.1,1
38,11,71,0.433,16,3,4,19.6,5.1,39.35,417378.94,624.8,26.64,0.24,11.6,13,1,0,95.4,1
37,34,1977,0.236,12,10,6,86.6,4.1,94.57,225037.85,7035.3,82.14,0.357,12.7,27,1,0,87.4,1
35,69,1736,0.457,11,2,1,44.6,7.3,32.65,140228.5,5868.93,83.06,0.111,2.3,29,0,0,71.0,1
34,27,785,0.431,16,8,5,38.1,2.5,76.07,81234.39,2285.25,80.44,0.06,11.4,9,0,0,2.1,1
23,58,1298,0.467,16,1,7,48.0,0.6,40.6,162944.34,2386.05,74.99,0.445,5.1,5,0,1,56.8,1
47,59,1849,0.477,22,2,8,53.8,0.9,30.06,169781.83,1057.68,53.19,0.272,8.6,24,0,1,40.1,1
4,47,822,0.355,28,9,8,26.4,1.9,59.36,41082.48,762.77,13.74,0.465,2.6,23,1,1,3.4,1
31,71,404,0.446,25,7,3,4.5,0.6,61.93,490423.2,5262.1,87.24,0.208,10.1,14,1,1,37.3,1
19,72,766,0.051,7,0,6,59.2,2.4,74.48,174951.38,7493.47,18.34,0.038,8.5,28,1,1,65.6,1
48,0,244,0.264,25,6,4,26.0,6.6,83.12,393426.62,9748.76,12.28,0.293,8.6,7,1,1,71.5,1
16,22,1701,0.493,24,2,5,40.9,1.8,52.4,387630.75,5779.91,16.18,0.082,17.1,28,1,0,8.7,1
25,79,31,0.122,14,7,6,93.5,5.5,56.78,139533.98,8432.59,48.79,0.377,9.4,14,1,1,81.3,1
35,46,363,0.284,18,10,6,51.0,1.6,69.19,164561.98,3084.06,40.19,0.235,11.3,28,0,0,35.0,1
22,50,999,0.025,26,6,0,88.8,7.4,75.53,19882.28,2543.64,12.32,0.227,14.0,13,0,1,74.4,1
48,46,1480,0.356,11,9,6,61.7,2.3,1.22,314251.44,1514.65,67.91,0.291,19.6,1,0,1,15.4,1
7,29,1050,0.027,24,9,7,54.4,0.4,13.06,380364.31,2078.92,77.24,0.469,3.3,2,1,1,99.7,1
45,10,1455,0.237,26,1,5,69.6,3.9,84.38,357232.49,1591.78,84.31,0.497,3.6,23,1,0,77.9,1
18,16,372,0.214,20,2,4,48.7,6.7,26.25,350341.8,1366.84,71.9,0.206,0.2,4,1,0,99.1,1
43,68,1828,0.323,3,7,6,10.1,0.7,36.8,4795.57,7346.15,32.42,0.241,2.0,22,1,0,47.1,1
13,3,984,0.354,22,2,1,83.6,3.9,80.95,473394.68,8293.17,88.51,0.288,3.3,7,0,1,77.4,1
44,42,269,0.166,29,2,2,29.3,2.5,35.54,404168.65,7682.68,15.99,0.442,0.7,25,1,0,24.5,1
19,52,411,0.048,22,6,3,60.7,6.1,90.43,488252.19,7214.27,46.59,0.444,12.1,14,0,0,9.9,1
29,49,1090,0.42,19,1,4,63.9,4.0,64.57,309388.11,3071.7,48.17,0.21,8.0,5,1,1,65.8,1
24,28,1451,0.299,17,7,3,85.4,6.2,80.63,42760.52,5461.48,76.81,0.48,8.0,11,0,0,34.5,1
43,36,1308,0.004,19,5,1,60.5,2.2,68.05,12211.86,4912.92,57.7,0.208,18.3,4,1,0,46.6,1
49,16,1931,0.229,3,9,0,78.8,3.9,54.09,98332.15,3168.08,22.68,0.341,19.4,26,1,1,12.5,1
23,76,1537,0.224,21,0,2,20.4,4.6,76.34,218291.39,747.33,19.97,0.438,8.1,12,1,0,20.4,1
3,34,1556,0.42,17,7,3,50.9,0.3,92.03,78843.06,9239.97,65.19,0.38,15.2,30,1,0,68.9,1
22,63,1627,0.167,14,2,5,96.0,4.2,91.33,212811.51,1307.13,78.95,0.207,18.7,29,0,1,66.1,1
5,1,1697,0.193,12,2,3,15.3,2.6,55.49,286929.26,2365.37,60.95,0.187,17.6,12,0,1,66.2,1
34,10,479,0.016,23,2,4,19.8,5.8,47.73,456225.61,4461.21,76.53,0.324,18.3,4,0,0,62.7,1
1,20,48,0.259,7,6,7,70.0,6.8,8.94,143940.4,7704.59,80.48,0.35,15.1,7,0,0,28.6,1
4,50,1705,0.036,8,9,5,13.9,4.6,99.28,205450.1,6478.64,20.33,0.47,7.5,13,0,0,35.8,1
35,64,696,0.482,21,1,2,85.4,1.1,39.2,261172.15,2695.54,37.17,0.206,13.6,8,1,1,29.3,1
30,15,432,0.125,21,6,4,75.6,0.7,1.94,292699.29,6442.89,30.27,0.408,9.6,23,1,1,27.8,1
43,43,1116,0.011,11,6,3,66.7,4.2,9.04,227296.26,1808.2,19.74,0.381,9.6,3,1,0,37.4,1
2,53,1639,0.214,15,5,0,97.1,1.2,82.89,388663.24,885.49,85.91,0.268,0.2,4,1,0,48.0,1
41,24,1961,0.354,26,10,8,67.9,3.1,43.18,418405.89,794.22,33.39,0.295,10.5,23,1,0,15.3,1
12,20,1972,0.421,22,6,1,28.3,3.3,47.79,345097.88,7902.49,31.55,0.033,17.7,20,1,0,87.7,1
16,45,1756,0.197,28,2,3,88.9,1.6,34.71,464646.34,6718.09,39.32,0.406,14.3,4,1,1,49.1,1
47,67,921,0.321,30,9,0,87.0,6.4,74.81,138284.16,6409.73,37.47,0.415,5.3,28,0,0,64.5,1
2,24,1574,0.095,27,0,2,81.2,2.4,15.87,418125.18,761.52,15.88,0.35,11.4,21,1,1,77.2,1
49,59,1927,0.3,15,2,7,34.1,1.2,89.49,263843.0,4799.41,82.87,0.303,19.2,26,0,0,71.8,1
38,7,701,0.231,27,4,8,68.7,6.2,43.01,433918.91,813.0,30.88,0.489,9.8,29,0,1,28.0,1
15,77,1164,0.361,18,4,8,59.3,3.4,99.8,245657.29,8952.15,89.73,0.213,9.1,23,0,1,12.1,1
17,39,1124,0.487,8,3,2,95.1,0.6,63.48,323512.27,9029.8,87.76,0.039,4.5,2,0,0,47.3,1
1,46,1201,0.159,13,4,7,83.6,3.8,27.88,454007.1,1416.3,59.63,0.306,11.7,27,1,1,2.1,1
7,37,1218,0.354,14,0,4,47.7,4.9,58.44,40483.18,8337.27,39.75,0.463,3.5,17,1,0,92.9,1
25,39,1581,0.037,29,6,5,18.0,4.2,1.29,314881.99,1519.68,56.75,0.424,12.4,8,0,0,39.5,1
45,32,1128,0.006,6,8,0,76.7,2.6,73.92,276996.67,5300.82,76.34,0.165,11.8,12,0,0,64.1,1
48,59,1848,0.158,15,0,7,32.5,5.6,20.45,419032.21,3947.41,65.51,0.456,6.3,6,0,1,5.4,1
30,52,1778,0.02,28,1,8,75.6,7.3,72.88,171218.87,4080.87,59.05,0.288,7.0,2,0,0,98.6,1
16,58,214,0.274,15,8,1,35.5,5.4,77.77,260194.2,4095.59,17.26,0.067,14.6,16,0,1,9.3,1
48,10,934,0.339,14,4,5,65.9,4.4,69.93,149693.8,2191.7,20.54,0.2,16.5,20,0,0,22.9,1
35,77,120,0.46,17,6,8,73.8,5.3,56.99,497574.34,9013.87,69.09,0.003,13.7,15,0,1,44.4,1
18,3,211,0.082,17,7,0,3.9,2.0,76.45,417627.76,7817.47,84.44,0.339,10.8,8,0,1,50.2,1
4,25,219,0.252,30,6,0,25.2,6.6,69.53,91777.11,2938.44,27.21,0.266,0.6,16,1,1,2.8,1
48,77,835,0.056,28,1,8,44.2,0.1,68.39,5929.23,2358.96,37.7,0.304,14.4,18,0,0,71.4,1
35,25,1244,0.061,5,2,7,67.7,6.7,13.98,188574.17,3665.15,12.41,0.227,1.7,1,0,0,23.3,1
9,54,947,0.344,9,6,2,90.9,5.6,92.08,181319.41,8766.48,59.9,0.113,5.7,0,0,1,20.7,1
17,30,1088,0.372,11,7,8,90.6,3.4,74.49,482766.05,5026.87,22.68,0.108,2.8,0,1,0,66.7,1
4,31,1746,0.454,23,1,6,91.7,1.0,8.83,448460.77,1329.51,44.54,0.268,12.9,11,1,1,84.0,1
2,33,278,0.438,15,1,8,75.9,1.5,38.84,17417.35,262.71,78.71,0.111,15.7,18,0,1,47.9,1
37,70,212,0.073,9,10,8,28.0,6.6,96.32,436180.82,8056.16,45.47,0.437,18.7,12,0,0,46.0,1
7,68,644,0.313,3,7,6,93.7,3.8,39.27,471005.56,6938.0,62.74,0.464,3.4,4,1,1,29.2,1
21,27,558,0.229,14,8,8,43.1,4.2,90.33,340475.57,598.3,10.97,0.302,13.7,18,0,0,72.7,1
1,29,628,0.31,29,7,7,9.0,0.7,30.29,353445.61,6735.85,80.03,0.006,4.8,10,0,1,56.8,1
14,20,825,0.305,7,10,7,30.6,5.4,23.68,424649.83,6040.02,94.33,0.413,12.0,13,1,1,89.5,1
11,60,1293,0.359,17,9,3,93.3,7.0,40.64,98913.31,6942.27,62.18,0.317,13.4,17,1,1,2.6,1
34,26,920,0.037,19,10,7,3.8,0.7,68.52,399541.62,250.17,30.61,0.242,6.0,23,1,1,66.9,1
48,59,941,0.244,22,4,1,17.8,6.2,41.72,168224.61,2892.1,83.43,0.137,9.9,2,0,0,45.9,1
10,76,561,0.446,28,10,5,69.9,4.8,10.07,337484.09,6761.19,22.32,0.216,0.7,6,1,0,51.6,1
33,68,557,0.145,25,8,6,39.8,5.3,5.63,320793.81,8361.6,66.34,0.015,19.6,4,1,0,5.9,1
12,16,1340,0.401,16,10,3,69.1,7.1,90.4,95791.82,752.29,48.16,0.33,2.5,23,1,0,88.5,1
2,74,1736,0.182,22,7,0,85.4,5.6,77.84,256740.0,5968.77,73.66,0.229,3.2,25,0,1,13.0,1
8,14,1798,0.098,30,8,2,28.7,6.1,35.2,247540.32,1666.11,75.34,0.149,19.0,2,1,1,59.3,1
38,77,448,0.274,3,8,8,6.9,0.3,73.74,393538.0,6836.84,36.44,0.059,15.8,28,0,1,50.0,1
14,77,1450,0.196,8,5,3,90.8,3.9,80.64,316459.21,5415.78,75.54,0.16,11.8,2,0,0,21.7,1
26,24,1927,0.012,12,1,1,92.9,5.3,46.49,378467.55,5596.84,54.27,0.068,3.0,15,0,1,51.4,1
24,40,681,0.017,15,3,4,98.4,2.2,26.37,462947.5,1389.41,67.9,0.009,2.8,22,1,1,84.6,1
33,27,205,0.062,17,6,8,24.2,2.5,99.1,363211.05,4810.44,34.67,0.417,3.3,4,1,1,86.0,1
47,54,925,0.069,13,1,1,32.7,1.2,25.87,231068.51,7015.64,51.79,0.328,2.7,15,0,0,5.3,1
16,64,681,0.187,26,1,7,50.3,2.4,20.1,126736.47,6842.17,80.7,0.421,9.4,9,0,0,98.3,1
41,1,1706,0.443,1,7,3,35.8,6.7,30.77,421202.65,5221.5,78.86,0.387,13.8,20,0,1,36.4,1
6,38,898,0.445,17,5,1,71.0,2.4,79.38,481817.83,2734.33,89.09,0.303,6.7,4,0,1,22.3,1
32,48,389,0.243,9,0,8,78.7,6.2,87.63,473072.34,5374.01,56.67,0.443,5.8,8,1,0,44.9,1
26,42,1059,0.003,11,9,6,64.2,1.1,41.47,346393.86,2074.86,88.24,0.232,12.9,26,1,0,88.0,1
26,28,503,0.195,15,4,7,85.2,1.7,53.43,358950.6,8772.22,34.67,0.142,19.9,30,0,1,27.5,1
18,63,1314,0.017,26,0,7,95.5,0.8,96.36,357355.31,7449.63,68.11,0.074,6.6,10,1,1,80.5,1
40,17,1723,0.029,30,7,2,78.0,4.8,72.67,178854.71,2187.38,47.66,0.459,16.1,23,0,0,53.3,1
7,72,235,0.192,12,6,0,71.3,6.7,43.3,109965.8,8008.7,40.57,0.108,1.2,17,1,1,4.4,1
40,63,361,0.116,22,3,3,49.7,2.3,74.19,18193.5,6729.84,99.77,0.347,9.8,19,1,0,86.9,1
6,20,1414,0.213,24,2,8,37.9,4.8,35.89,213501.24,9710.28,35.09,0.404,5.7,5,1,1,7.2,1
36,6,768,0.418,17,7,8,58.0,5.2,22.31,426717.44,4717.98,13.6,0.046,1.0,11,0,0,75.3,1
11,74,144,0.408,1,10,4,53.7,1.3,82.52,185826.24,8183.32,59.61,0.124,8.8,14,0,1,58.9,1
46,64,1836,0.362,10,5,6,95.6,3.5,12.81,261083.4,9502.62,61.25,0.074,5.2,6,0,0,80.2,1
40,13,1529,0.377,15,2,8,96.4,3.3,67.48,54008.46,9784.86,31.89,0.492,15.9,14,0,1,47.9,1
34,39,632,0.44,26,5,2,41.1,2.4,81.37,64947.62,4489.03,85.46,0.484,2.7,23,1,1,33.2,1
6,56,1328,0.101,25,3,1,89.4,7.2,3.94,327363.69,7389.99,41.14,0.075,6.1,8,1,1,91.7,1
20,74,1327,0.088,23,1,3,20.8,4.1,65.16,241544.09,9562.58,10.95,0.062,19.6,7,1,1,81.0,1
10,51,658,0.115,21,0,7,36.2,1.7,28.85,262465.35,2837.29,92.19,0.487,6.5,12,0,1,87.1,1
17,13,1338,0.107,23,0,7,67.4,3.1,59.64,225511.73,3558.95,60.15,0.153,15.1,13,0,1,15.8,1
3,20,557,0.366,8,8,3,93.0,6.5,30.87,30636.22,6194.22,93.1,0.258,0.0,20,0,0,97.8,1
20,70,1261,0.164,6,2,5,7.3,7.3,75.13,142422.38,7259.38,22.26,0.323,20.0,0,0,1,35.7,1
50,28,1481,0.202,18,8,2,53.5,7.2,95.21,420934.65,1078.03,81.81,0.241,7.4,21,0,0,0.1,1
5,11,876,0.091,25,9,5,92.8,3.3,92.26,7407.97,1789.57,11.89,0.129,2.1,6,0,1,46.9,1
6,70,1253,0.367,17,3,0,68.8,5.8,84.71,62560.05,314.37,19.34,0.073,8.0,26,0,1,65.7,1
20,65,1803,0.41,25,9,7,50.3,7.6,48.24,108429.33,5545.65,66.84,0.443,6.0,21,1,0,78.8,1
35,18,868,0.4,24,6,7,67.7,0.8,77.84,166782.16,1575.63,80.61,0.26,8.3,4,0,0,24.1,1
48,37,1587,0.253,20,6,1,64.5,2.6,21.16,40202.96,4037.13,24.57,0.5,2.8,21,1,1,5.1,1
39,16,764,0.101,23,10,3,92.4,4.2,3.12,110776.64,771.86,16.26,0.227,18.5,14,1,1,20.5,1
16,19,1413,0.131,9,5,0,66.1,4.8,6.85,88428.04,4901.41,86.02,0.131,6.6,11,0,1,10.9,1
3,52,509,0.275,25,0,4,57.7,5.1,98.69,361460.59,875.71,94.87,0.24,17.2,8,0,1,27.4,1
45,30,1013,0.379,1,1,1,25.9,6.7,91.77,117639.16,4943.85,25.12,0.209,4.2,11,1,1,9.3,1
7,78,1347,0.146,11,1,7,65.6,7.3,46.77,389619.26,7069.31,88.79,0.077,14.3,8,0,1,35.0,1
38,23,571,0.209,29,8,8,21.6,3.0,75.87,46612.91,337.98,79.31,0.013,1.1,11,0,0,27.5,1
26,72,1740,0.057,3,4,6,40.4,7.4,69.04,208175.05,9599.47,58.98,0.491,8.0,18,1,1,83.9,1
36,8,525,0.476,26,0,0,47.7,6.6,12.52,190082.93,8208.45,56.35,0.081,16.7,9,1,0,91.7,1
9,61,1354,0.306,10,9,1,52.5,4.7,81.67,55686.79,8128.32,82.04,0.135,12.7,8,0,1,94.0,1
50,55,618,0.294,29,0,0,54.0,6.6,36.65,271816.79,5088.9,61.97,0.483,10.6,6,1,1,25.9,1
21,27,762,0.309,3,5,0,79.1,3.9,21.53,237574.03,478.71,99.85,0.307,14.8,10,1,1,46.7,1
11,11,146,0.023,27,2,3,73.5,4.8,25.08,203720.06,5847.9,53.05,0.444,6.0,16,0,1,71.9,1
39,39,50,0.5,19,8,2,43.4,2.0,90.66,267888.37,8284.01,64.26,0.069,18.2,21,1,0,53.1,1
22,11,1950,0.081,19,2,4,20.2,7.8,36.55,469071.47,3484.2,37.71,0.06,5.7,3,0,1,62.0,1
23,58,935,0.487,6,4,3,34.4,0.6,21.5,81338.04,4553.07,35.4,0.415,2.9,18,0,1,44.6,1
33,31,1286,0.011,4,7,7,51.5,0.7,36.21,288642.24,6660.33,72.62,0.392,11.3,2,0,1,13.9,1
47,26,116,0.077,12,7,7,89.8,1.1,18.47,467905.99,3492.09,92.77,0.065,2.2,20,1,0,99.3,1
39,61,1744,0.272,2,10,5,66.6,1.6,43.41,458530.83,8257.76,52.94,0.034,10.2,15,0,1,50.4,1
22,41,1932,0.065,17,4,3,46.1,4.4,64.44,313696.0,7992.18,31.02,0.273,5.3,28,1,0,19.2,1
28,68,64,0.449,22,5,3,43.1,7.7,95.49,7625.1,1329.31,13.79,0.065,5.3,19,0,1,25.6,1
7,41,1514,0.367,14,0,0,13.1,3.7,26.15,382264.39,224.01,40.53,0.098,16.4,29,0,0,14.0,1
32,18,274,0.208,27,2,0,84.2,4.8,2.4,389160.16,6154.94,54.3,0.071,0.5,18,0,1,18.8,1
17,43,249,0.117,15,0,4,55.4,4.1,77.93,88525.32,2448.58,17.83,0.309,10.5,0,1,0,9.8,1
43,56,1603,0.333,14,1,5,57.5,1.4,49.85,412496.69,7610.79,71.36,0.301,1.2,20,1,1,57.8,1
4,23,1270,0.079,3,5,2,43.4,0.5,66.36,480794.16,4557.04,72.3,0.141,5.8,9,1,0,70.5,1
35,58,1501,0.251,28,10,1,46.3,7.4,36.13,368667.63,8340.37,54.52,0.052,4.7,7,0,0,51.3,1
34,34,1322,0.088,12,0,4,41.0,6.9,61.66,57292.25,6876.85,99.81,0.117,17.2,8,0,0,55.8,1
41,75,1829,0.262,25,8,1,28.1,6.6,65.35,323543.88,2655.1,15.94,0.362,13.3,23,0,1,78.8,1
5,80,37,0.009,10,7,1,55.9,4.8,38.52,451455.12,9413.69,35.27,0.108,13.2,17,1,0,89.2,1
14,18,1335,0.129,24,1,7,41.3,7.5,24.36,183039.1,5727.21,64.67,0.218,6.2,14,1,0,26.3,1
28,67,1351,0.227,26,10,7,68.6,1.1,45.35,230737.12,1020.02,88.37,0.376,1.4,21,1,1,17.2,1
41,33,320,0.032,24,7,8,75.2,7.9,22.16,293094.56,8653.73,32.73,0.043,3.7,5,1,1,91.5,1
35,27,1336,0.26,24,3,8,6.2,2.9,75.74,477415.96,9944.17,89.55,0.064,0.6,24,0,0,15.9,1
14,41,513,0.492,11,0,2,30.0,7.9,96.84,499115.44,5947.95,74.55,0.149,2.8,3,1,0,46.3,1
21,9,232,0.048,10,6,0,91.2,1.6,6.81,203984.5,6513.48,50.03,0.225,16.7,19,0,1,91.3,1
5,68,1731,0.078,15,8,5,32.2,7.4,93.18,15637.97,2002.38,37.2,0.009,0.9,21,0,1,62.3,1
4,51,1904,0.237,29,1,1,15.5,7.7,99.22,73774.87,5196.76,26.14,0.2,18.8,5,0,1,8.1,1
19,43,1812,0.347,1,2,5,34.0,3.4,94.65,203247.81,9651.98,79.48,0.006,2.0,18,0,0,78.7,1
41,30,1746,0.419,3,9,1,95.1,3.4,63.52,146333.77,7600.55,74.98,0.126,0.0,19,1,0,71.7,1
20,48,1461,0.356,10,7,6,9.0,7.9,61.14,58923.84,2422.49,36.21,0.294,15.7,18,0,1,68.4,1
29,27,601,0.389,3,5,5,14.9,5.4,96.78,57385.57,7391.7,88.87,0.079,4.4,11,1,1,83.1,1
15,78,684,0.448,8,7,6,94.1,1.5,35.1,357590.69,4035.58,61.15,0.387,6.7,28,0,0,72.7,1
23,4,1706,0.015,6,7,4,71.9,3.5,47.18,482607.73,1911.61,10.25,0.184,15.7,9,1,1,42.3,1
9,59,769,0.084,18,4,1,5.2,2.8,38.34,174307.12,2235.95,18.42,0.171,11.9,6,0,1,39.4,1
32,12,403,0.42,7,4,0,76.8,4.9,80.47,426252.42,1874.81,34.74,0.444,6.9,8,1,0,56.6,1
24,16,1226,0.45,9,8,1,71.2,1.8,54.21,463831.3,1341.55,61.73,0.429,15.5,12,1,0,44.4,1
15,62,1012,0.219,17,10,7,52.6,1.1,74.46,119091.59,4444.57,67.27,0.168,19.2,28,0,0,10.0,1
32,60,1902,0.439,28,9,2,32.6,2.5,93.59,105370.39,7379.03,14.46,0.143,16.9,20,0,0,80.2,1
13,39,152,0.006,14,6,2,92.3,4.7,58.07,163714.54,4188.2,75.15,0.066,4.3,4,1,0,87.8,1
21,71,1337,0.015,22,9,3,59.9,2.2,19.6,189221.46,8304.1,20.85,0.499,10.9,15,0,1,13.7,1
50,74,1144,0.257,15,7,1,44.9,5.4,77.1,189823.92,6272.92,67.18,0.31,5.3,4,0,1,38.4,1
35,12,80,0.208,23,9,4,13.8,6.9,90.3,60383.01,5083.87,79.24,0.205,1.7,16,0,0,18.2,1
17,76,610,0.352,11,9,5,45.9,0.3,4.77,187127.02,998.78,27.63,0.067,3.5,29,0,0,68.3,1
4,18,177,0.161,5,5,8,60.2,1.0,83.45,136742.03,7715.05,61.55,0.388,14.8,23,1,1,67.2,1
45,40,1004,0.076,22,9,4,50.5,5.4,30.87,168578.75,639.05,37.1,0.263,14.5,10,1,0,53.7,1
24,25,1021,0.289,1,6,6,66.0,3.2,39.96,431172.64,758.36,24.45,0.048,12.5,12,0,1,95.3,1
7,8,1934,0.047,29,9,2,56.0,5.4,51.3,391201.07,5990.14,58.24,0.221,15.2,6,1,1,6.5,1
49,44,1572,0.4,10,2,4,12.0,1.4,3.31,282363.98,1846.26,26.52,0.018,15.8,6,1,0,43.5,1
44,76,1369,0.184,2,0,4,87.3,3.5,9.84,480267.47,2804.85,39.51,0.166,4.5,2,0,1,76.6,1
29,71,621,0.151,10,1,4,82.7,0.1,22.82,456001.84,1377.26,26.21,0.2,16.3,3,0,1,87.5,1
30,34,1992,0.48,24,1,2,18.1,1.1,56.38,478966.65,8668.22,55.49,0.374,11.6,11,0,1,66.5,1
48,38,1629,0.232,20,8,0,29.7,4.3,88.11,482161.72,6149.66,53.67,0.18,14.5,26,1,1,1.1,1
26,31,235,0.46,7,2,8,94.5,1.9,58.67,255137.99,3404.91,40.12,0.057,13.5,12,1,1,99.2,1
47,49,816,0.004,18,8,0,8.0,6.7,60.85,405371.45,6020.47,92.9,0.371,7.6,30,1,1,65.9,1
13,37,1908,0.15,7,3,4,67.9,3.5,21.08,327928.64,3073.72,42.39,0.211,2.5,13,1,1,21.6,1
9,9,1014,0.042,30,1,4,21.0,1.1,84.9,36185.35,7654.51,90.46,0.051,0.3,12,1,1,62.3,1
36,1,62,0.036,19,10,3,83.1,7.8,61.76,386474.04,1149.83,35.27,0.461,19.4,24,0,1,51.6,1
3,47,1664,0.172,14,10,2,45.8,0.5,32.63,290946.65,1901.4,46.79,0.246,5.9,4,0,1,86.1,1
